ID|CODE|TRANSLATION[it]
arpav.ver.casualeadd.34_V0|34|2231 - INDAGINI FISICO-CHIM.(GENERATORI VAPORE)
arpav.ver.casualeadd.35_V0|35|2232 - COLLAUDO TUBAZIONI FLESSIBILI
arpav.ver.casualeadd.36_V0|36|36 - ACCERTAMENTO PRESCRIZIONE
arpav.ver.casualeadd.37_V0|37|2304 - TARATURA VALVOLE DI SICUREZZA
arpav.ver.casualeadd.38_V0|38|2306 - PIOMBATURA VALVOLE
arpav.ver.casualeadd.39_V0|39|2307 - SOPRAL. PER RIMOZIONE
arpav.ver.casualeadd.40_V0|40|2308 - ESAME DOCUM SEGUITO MODIFIC COSTRUTTIVE
arpav.ver.casualeadd.41_V0|41|2309 - ESAME DOCUMENTAZIONE CON PARERE SCRITTO
arpav.ver.casualeadd.42_V0|42|2310 - VERIF. VALUT PREVENZ INCIDENTI RILEVANTI
arpav.ver.casualeadd.43_V0|43|2311 - VERIF. AMBIENTI VITA LEGGE 46/90
arpav.ver.casualeadd.44_V0|44|2312 - VERIF. PROTEZ. ANTINFORT. MACCHINE IN GE
arpav.ver.casualeadd.45_V0|45|2313 - VERIF. APP. POLINFUNZIONALI
arpav.ver.casualeadd.46_V0|46|2314 - VIDIMAZIONE LIBRETTI DI TIROCINIO
arpav.ver.casualeadd.47_V0|47|2316 - PONTI MOBILI SVILUPPABILI (MOTORIZZATO)
arpav.ver.casualeadd.48_V0|48|2315 - GRU SU AUTOCARRO FINO A 3 T
arpav.ver.casualeadd.49_V0|49|2317 - SCALE AEREE SVILUPPO MAX FINO 8 MT
arpav.ver.casualeadd.50_V0|50|2318 - SCALE AEREE SVILUPPO OLTRE 8 MT
arpav.ver.casualeadd.51_V0|51|2319 - GRU A TORRE
arpav.ver.casualeadd.52_V0|52|2320 - AUTOGRU E SIMILI FINO A 50 T
arpav.ver.casualeadd.53_V0|53|2321 - AUTOGRU E SIMILI OLTRE 50 T
arpav.ver.casualeadd.54_V0|54|2322 - GRU A PONTE FINO A 10 T
arpav.ver.casualeadd.55_V0|55|2323 - GRU A PONTE OLTRE 10 T
arpav.ver.casualeadd.56_V0|56|2324 - IDROESTRATTORI
arpav.ver.casualeadd.57_V0|57|2325 - INDAGINE NON DISTRUTTIVA LIQUIDI PENETRA
arpav.ver.casualeadd.58_V0|58|2326 - PER OGNI PANIERE IN PI�
arpav.ver.casualeadd.59_V0|59|2403 - ESAME DOCUMENT APP SOLL A SEGUITO MODIFI
arpav.ver.casualeadd.60_V0|60|2327 - GRU A CAVALLETTO FINO A 10 T
arpav.ver.casualeadd.61_V0|61|2328 - GRU A CAVALLETTO OLTRE 10 T
arpav.ver.casualeadd.62_V0|62|2401 - VERIFICA STRAORD APP DI SOLLEVAMENTO
arpav.ver.casualeadd.63_V0|63|2402 - VER STRAORD APP SOLL A SEGUITO MODIFICHE
arpav.ver.casualeadd.64_V0|64|2329 - IMP. MESSA A TERRA DA 51 A 100 KW
arpav.ver.casualeadd.65_V0|65|2330 - IMP. MESSA A TERRA FINO A 10 KW
arpav.ver.casualeadd.66_V0|66|2332 - IMPIANTI DI AUTOPRODUZIONE ENERGIA ELETT
arpav.ver.casualeadd.67_V0|67|9004 - DEI RISCHI - D.M. DEL 23/07/2009
arpav.ver.casualeadd.68_V0|68|2331 - GRU A MENSOLA E A BANDIERA
arpav.ver.casualeadd.69_V0|69|2333 - TUBAZIONE P.F. E/O V.I.
arpav.ver.casualeadd.70_V0|70|2336 - GRU SU AUTOCARRO OLTRE 3 T
arpav.ver.casualeadd.71_V0|71|2337 - REC. GAS E VAPORE FINO A 1000
arpav.ver.casualeadd.72_V0|72|2338 - REC. GAS E VAPORE OLTRE 1000 FINO 8000
arpav.ver.casualeadd.73_V0|73|2339 - REC. GAS E VAPORE OLTRE 8000 FINO 27000
arpav.ver.casualeadd.74_V0|74|2350 - G.V. SUP RISCALD FINO 113 MQ
arpav.ver.casualeadd.75_V0|75|2351 - G.V. SUP RISCALD OLTRE 113 FINO 197 MQ
arpav.ver.casualeadd.76_V0|76|2352 - G.V. SUP RISCALD OLTRE 197 FINO 300 MQ
arpav.ver.casualeadd.77_V0|77|2356 - INSIEMI
arpav.ver.casualeadd.78_V0|78|2362 - CARRI RACCOGLIFRUTTA
arpav.ver.casualeadd.79_V0|79|2353 - CARR SEM GIR SOLL MATERI PERSO
arpav.ver.casualeadd.80_V0|80|2354 - AUTOGRU E SIMILI FINO A 10 T
arpav.ver.casualeadd.81_V0|81|2355 - COMPLESSO DI BOMBOLE STOCC DI METANO
arpav.ver.casualeadd.82_V0|82|2334 - ARGANI E PARANCHI FINO A 300 KG
arpav.ver.casualeadd.83_V0|83|2335 - ARGANI E PARANCHI OLTRE 300 KG
arpav.ver.casualeadd.84_V0|84|84 - MISURE TENSIONI DI CONTATTO E DI PASSO
arpav.ver.casualeadd.85_V0|85|85 - VERIFICA INT.DECENNALE STRAORD.
arpav.ver.casualeadd.86_V0|86|86 - VERIFICA MOD C
arpav.ver.casualeadd.87_V0|87|87 - INDAGINE IMPIANTO MESSA TERRA
arpav.ver.casualeadd.88_V0|88|88 - APP. PRESS. NECESSITA'  DI VERIF. ISPESL
arpav.ver.casualeadd.89_V0|89|89 - VERIFICHE APPARECCHI CAPACITA' INF A 300
arpav.ver.casualeadd.90_V0|90|90 - 2316
arpav.ver.casualeadd.91_V0|91|91 - INSIEME INDIVISIBILE
arpav.ver.casualeadd.92_V0|92|92 - TUBAZIONE P.F. E/O V.I. E P.I.
