#CODEVALUEMODEL=CodeValuePhi|CODESYSTEMID=phidic|CODESYSTEMNAME=PHIDIC|CODESYSTEMDISPLAYNAME=PHI DICTIONARY|VERSION=0|DESCRIPTION=Main CodeSystem|LANGUAGE=it|AUTHORITYNAME=Insiel Mercato SpA|AUTHORITYDESCRIPTION=Insiel Mercato SpA|AUTHORITYCONTACTINFORMATION=info@insielmercato.it
ID SUFFIX|CODE|NAME|DESCRIPTION|ELEMENT TYPE|SEQUENCE NUMBER|STATUS|KEYWORDS|EXTENSION[Abbreviation]|EXTENSION[Enable annotation]|EXTENSION[Score]|TRANSLATION[de]|TRANSLATION[en]|TRANSLATION[it]|RELATION[CodeValueCity]|RELATION[CodeValueIcd9]|RELATION[CodeValuePhi]|VALID FROM|VALID TO
arpav.imp.pressione.comodante.56_V0|56|56||C|0|1|||||||GIORGIO GAS SRL||||30/10/2017 00:00| 
arpav.imp.pressione.comodante.57_V0|57|57||C|0|1|||||||FRIULANAGAS SPA||||30/10/2017 00:00| 
arpav.imp.pressione.comodante.58_V0|58|58||C|0|1|||||||ULTRAGAS TIRRENA SPA||||30/10/2017 00:00| 
arpav.imp.pressione.comodante.59_V0|59|59||C|0|1|||||||REBOGAS SRL||||30/10/2017 00:00|
arpav.imp.pressione.comodante.60_V0|60|60||C|0|1|||||||GABOGAS SPA||||30/10/2017 00:00| 
arpav.imp.pressione.comodante.61_V0|61|61||C|0|1|||||||AGA SRL||||30/10/2017 00:00|
arpav.imp.pressione.comodante.62_V0|62|62||C|0|1|||||||AGIP SPA||||30/10/2017 00:00|
arpav.imp.pressione.comodante.63_V0|63|63||C|0|1|||||||AIR LIQUIDE||||30/10/2017 00:00|
arpav.imp.pressione.comodante.64_V0|64|64||C|0|1|||||||AIR LIQUIDE ITALIA E SANITA'||||30/10/2017 00:00|
arpav.imp.pressione.comodante.65_V0|65|65||C|0|1|||||||AIR LIQUIDE SPA - EX SIO SPA||||30/10/2017 00:00|
arpav.imp.pressione.comodante.66_V0|66|66||C|0|1|||||||ANON. PETR. ITALIANA SPA||||30/10/2017 00:00|
arpav.imp.pressione.comodante.67_V0|67|67||C|0|1|||||||APIGAS||||30/10/2017 00:00|
arpav.imp.pressione.comodante.68_V0|68|68||C|0|1|||||||API-REGAS E SERVIZI SRL||||30/10/2017 00:00|
arpav.imp.pressione.comodante.69_V0|69|69||C|0|1|||||||AUTOGAS NORD VENETO EMIL. SPA||||30/10/2017 00:00|
arpav.imp.pressione.comodante.70_V0|70|70||C|0|1|||||||AZZALINI COMBUSTIBILI SRL||||30/10/2017 00:00|
arpav.imp.pressione.comodante.71_V0|71|71||C|0|1|||||||BEYFIN-DIVISIONE ALPIGAS||||30/10/2017 00:00|
arpav.imp.pressione.comodante.72_V0|72|72||C|0|1|||||||BEYFIN SPA||||30/10/2017 00:00|
arpav.imp.pressione.comodante.73_V0|73|73||C|0|1|||||||BUTANGAS||||30/10/2017 00:00|
arpav.imp.pressione.comodante.74_V0|74|74||C|0|1|||||||BUZZATTI SAS||||30/10/2017 00:00|
arpav.imp.pressione.comodante.75_V0|75|75||C|0|1|||||||CIBIGAS SRL||||30/10/2017 00:00|
arpav.imp.pressione.comodante.76_V0|76|76||C|0|1|||||||DIGAS SRL||||30/10/2017 00:00|
arpav.imp.pressione.comodante.77_V0|77|77||C|0|1|||||||E.N.I. SPA||||30/10/2017 00:00|
arpav.imp.pressione.comodante.78_V0|78|78||C|0|1|||||||ENI GPL||||30/10/2017 00:00|
arpav.imp.pressione.comodante.79_V0|79|79||C|0|1|||||||ENI SPA-AGIP||||30/10/2017 00:00|
arpav.imp.pressione.comodante.80_V0|80|80||C|0|1|||||||FRIULANAGAS SRL||||30/10/2017 00:00|
arpav.imp.pressione.comodante.81_V0|81|81||C|0|1|||||||GHIRALDO SRL||||30/10/2017 00:00|
arpav.imp.pressione.comodante.82_V0|82|82||C|0|1|||||||GOLDENGAS SPA||||30/10/2017 00:00|
arpav.imp.pressione.comodante.83_V0|83|83||C|0|1|||||||KUEN FALCA||||30/10/2017 00:00|
arpav.imp.pressione.comodante.84_V0|84|84||C|0|1|||||||LAMPOGAS FRIULI SRL||||30/10/2017 00:00|
arpav.imp.pressione.comodante.85_V0|85|85||C|0|1|||||||LINDE GAS ITALIA SRL||||30/10/2017 00:00|
arpav.imp.pressione.comodante.86_V0|86|86||C|0|1|||||||LIQUIGAS (EX GAS FRIULI)||||30/10/2017 00:00|
arpav.imp.pressione.comodante.87_V0|87|87||C|0|1|||||||LIQUIGAS SPA (EX NOVOGAS)||||30/10/2017 00:00|
arpav.imp.pressione.comodante.88_V0|88|88||C|0|1|||||||MESSER ITALIA SPA||||30/10/2017 00:00|
arpav.imp.pressione.comodante.89_V0|89|89||C|0|1|||||||MONTESHELLGAS SPA||||30/10/2017 00:00|
arpav.imp.pressione.comodante.90_V0|90|90||C|0|1|||||||NUOVA MISSILGAS SRL||||30/10/2017 00:00|
arpav.imp.pressione.comodante.91_V0|91|91||C|0|1|||||||PASSUELLO FLLI||||30/10/2017 00:00|
arpav.imp.pressione.comodante.92_V0|92|92||C|0|1|||||||PETROLCAPA SRL||||30/10/2017 00:00|
arpav.imp.pressione.comodante.93_V0|93|93||C|0|1|||||||RIGAS SRL||||30/10/2017 00:00|
arpav.imp.pressione.comodante.94_V0|94|94||C|0|1|||||||RIVOIRA SPA||||30/10/2017 00:00|
arpav.imp.pressione.comodante.95_V0|95|95||C|0|1|||||||SAPIO INDUSTRIE SPA||||30/10/2017 00:00|
arpav.imp.pressione.comodante.96_V0|96|96||C|0|1|||||||SAPIO MULTIGAS||||30/10/2017 00:00|
arpav.imp.pressione.comodante.97_V0|97|97||C|0|1|||||||SAPIO PROD IDROG OSSIG SRL||||30/10/2017 00:00|
arpav.imp.pressione.comodante.98_V0|98|98||C|0|1|||||||SHELL GAS ITALIA SPA||||30/10/2017 00:00|
arpav.imp.pressione.comodante.99_V0|99|99||C|0|1|||||||SIAD SPA||||30/10/2017 00:00|
arpav.imp.pressione.comodante.100_V0|100|100||C|0|1|||||||SICO SPA||||30/10/2017 00:00|
arpav.imp.pressione.comodante.101_V0|101|101||C|0|1|||||||SOC ITAL ACETILENE & DERIVATI||||30/10/2017 00:00|
arpav.imp.pressione.comodante.102_V0|102|102||C|0|1|||||||SOC.OSSIGENO NAPOLI||||30/10/2017 00:00|
arpav.imp.pressione.comodante.103_V0|103|103||C|0|1|||||||SOCOGAS S.P.A.||||30/10/2017 00:00|
arpav.imp.pressione.comodante.104_V0|104|104||C|0|1|||||||SOL SPA||||30/10/2017 00:00|
arpav.imp.pressione.comodante.105_V0|105|105||C|0|1|||||||SOVEGAS SPA||||30/10/2017 00:00|
arpav.imp.pressione.comodante.106_V0|106|106||C|0|1|||||||SVEG SPA||||30/10/2017 00:00|
arpav.imp.pressione.comodante.107_V0|107|107||C|0|1|||||||TIROLGAS SRL||||30/10/2017 00:00|
arpav.imp.pressione.comodante.108_V0|108|108||C|0|1|||||||ULTRAGAS ITAL. SPA||||30/10/2017 00:00|
