#CODEVALUEMODEL=CodeValuePhi|CODESYSTEMID=phidic|CODESYSTEMNAME=PHIDIC|CODESYSTEMDISPLAYNAME=PHI DICTIONARY|VERSION=0|DESCRIPTION=Main CodeSystem|LANGUAGE=it|AUTHORITYNAME=Insiel Mercato SpA|AUTHORITYDESCRIPTION=Insiel Mercato SpA|AUTHORITYCONTACTINFORMATION=info@insielmercato.it
ID SUFFIX|CODE|NAME|DESCRIPTION|ELEMENT TYPE|SEQUENCE NUMBER|STATUS|KEYWORDS|EXTENSION[Abbreviation]|EXTENSION[Enable annotation]|EXTENSION[Score]|TRANSLATION[de]|TRANSLATION[en]|TRANSLATION[it]|RELATION[CodeValueCity]|RELATION[CodeValueIcd9]|RELATION[CodeValuePhi]|VALID FROM|VALID TO
arpav.imp.sollevamento.type2new.22_V0|22|22||C|0|1|||||||22 - A STRUT LIM <=  500KG BAND MEN||||06/11/2017 13:30|
arpav.imp.sollevamento.type2new.23_V0|23|23||C|0|1|||||||23 - A STRUT LIM > 500 KG BAND MENS||||06/11/2017 13:30|
arpav.imp.sollevamento.type2new.24_V0|24|24||C|0|1|||||||24 - A TORRE||||06/11/2017 13:30|
arpav.imp.sollevamento.type2new.25_V0|25|25||C|0|1|||||||25 - DERRICK FINO A 50 TONNELLATE||||06/11/2017 13:30|
arpav.imp.sollevamento.type2new.26_V0|26|26||C|0|1|||||||26 - DERRICK OLTRE 50 TONNELLATE||||06/11/2017 13:30|
arpav.imp.sollevamento.type2new.27_V0|27|27||C|0|1|||||||27 - BRACCIO FIX/GIR SU AUTOC <= 3T||||06/11/2017 13:30|
arpav.imp.sollevamento.type2new.28_V0|28|28||C|0|1|||||||28 - AUTOGRU E SIMIL DA 10 A  50 T.||||06/11/2017 13:30|
arpav.imp.sollevamento.type2new.29_V0|29|29||C|0|1|||||||29 - AUTOGRU E SIMILI OLTRE 50 T.||||06/11/2017 13:30|
arpav.imp.sollevamento.type2new.30_V0|30|30||C|0|1|||||||30 - CATEG.NON COMPRESE FINO 10 TON||||06/11/2017 13:30|
arpav.imp.sollevamento.type2new.31_V0|31|31||C|0|1|||||||31 - CAT.NON COMP.OLTRE 10 TONNELL.||||06/11/2017 13:30|
arpav.imp.sollevamento.type2new.33_V0|33|33||C|0|1|||||||33 - ARGANI E PARAN. FINO A 300 KG.||||06/11/2017 13:30|
arpav.imp.sollevamento.type2new.34_V0|34|34||C|0|1|||||||34 - ARGANI E PARAN. OLTRE 300 KG.||||06/11/2017 13:30|
arpav.imp.sollevamento.type2new.36_V0|36|36||C|0|1|||||||36 - APP. POLIFUNZIONALI||||06/11/2017 13:30|
arpav.imp.sollevamento.type2new.41_V0|41|41||C|0|1|||||||41 - PARAFULMINI AD ASTA||||06/11/2017 13:30|
arpav.imp.sollevamento.type2new.42_V0|42|42||C|0|1|||||||42 - PARAFULMINI A GABBIA||||06/11/2017 13:30|
arpav.imp.sollevamento.type2new.43_V0|43|43||C|0|1|||||||43 - STRUTT. METALLICHE FUORI TERRA||||06/11/2017 13:30|
arpav.imp.sollevamento.type2new.44_V0|44|44||C|0|1|||||||44 - RECIPIENTI,APP.MET.FUORI TERRA||||06/11/2017 13:30|
arpav.imp.sollevamento.type2new.45_V0|45|45||C|0|1|||||||45 - COMPLESSI COSTIT.UNICA STRUTT.||||06/11/2017 13:30|
arpav.imp.sollevamento.type2new.46_V0|46|46||C|0|1|||||||46 - SERBATOI METALLICI INTERRATI||||06/11/2017 13:30|
arpav.imp.sollevamento.type2new.47_V0|47|47||C|0|1|||||||47 - STR.QUALSIASI DI CANT. EDILI||||06/11/2017 13:30|
arpav.imp.sollevamento.type2new.48_V0|48|48||C|0|1|||||||48 - STRUTTURE AUTOPROTETTE||||06/11/2017 13:30|
arpav.imp.sollevamento.type2new.51_V0|51|51||C|0|1|||||||51 - POTENZA INST. FINO A 1000 KW.||||06/11/2017 13:30|
arpav.imp.sollevamento.type2new.52_V0|52|52||C|0|1|||||||52 - POTENZA INST. OLTRE 1000 KW.||||06/11/2017 13:30|
arpav.imp.sollevamento.type2new.53_V0|53|53||C|0|1|||||||53 - CABINE AD ALTA TENSIONE||||06/11/2017 13:30|
arpav.imp.sollevamento.type2new.54_V0|54|54||C|0|1|||||||54 - RADIOCOMANDO||||06/11/2017 13:30|
arpav.imp.sollevamento.type2new.60_V0|60|60||C|0|1|||||||60 - PIATTAFORME AUTOSOLL SU COLONN||||06/11/2017 13:30|
arpav.imp.sollevamento.type2new.61_V0|61|61||C|0|1|||||||61 - ASC E MONTACARICHI DA CANTIERE||||06/11/2017 13:30|
arpav.imp.sollevamento.type2new.62_V0|62|62||C|0|1|||||||62 - CARRI RACCOGLIFRUTTA||||06/11/2017 13:30|
arpav.imp.sollevamento.type2new.63_V0|63|63||C|0|1|||||||63 - SCALE AEREE INCLINAZ VAR MANUA||||06/11/2017 13:30|
arpav.imp.sollevamento.type2new.64_V0|64|64||C|0|1|||||||64 - SCALE AEREE INCLINAZ VAR MOTOR||||06/11/2017 13:30|
arpav.imp.sollevamento.type2new.65_V0|65|65||C|0|1|||||||65 - BRACCIO FIX/GIR SU AUTOC > 3T||||06/11/2017 13:30|
arpav.imp.sollevamento.type2new.66_V0|66|66||C|0|1|||||||66 - A CAVALLETTO PER L'EDILIZIA||||06/11/2017 13:30|
arpav.imp.sollevamento.type2new.67_V0|67|67||C|0|1|||||||67 - AUTOGRU E SIMILI FINO A 10 T||||06/11/2017 13:30|
arpav.imp.sollevamento.type2new.68_V0|68|68||C|0|1|||||||68 - PONTI SOSP MANUALI O MOTORIZZA||||06/11/2017 13:30|
arpav.imp.sollevamento.type2new.69_V0|69|69||C|0|1|||||||69 - GRU A PONTE FINO A 1000 KG||||06/11/2017 13:30|
arpav.imp.sollevamento.type2new.70_V0|70|70||C|0|1|||||||70 - CARR SEM BRACCIO TELESC FISSO||||06/11/2017 13:30|
arpav.imp.sollevamento.type2new.71_V0|71|71||C|0|1|||||||71 - CARR SEM TEL FISSO SOSP CARICO||||06/11/2017 13:30|
arpav.imp.sollevamento.type2new.72_V0|72|72||C|0|1|||||||72 - CARR SEM TEL FISSO SOLL PERSON||||06/11/2017 13:30|
arpav.imp.sollevamento.type2new.73_V0|73|73||C|0|1|||||||73 - CARR SEM FIS SOLL MATERI PERSO||||06/11/2017 13:30|
arpav.imp.sollevamento.type2new.74_V0|74|74||C|0|1|||||||74 - CARR SEM BRACCIO TELESC GIREVO||||06/11/2017 13:30|
arpav.imp.sollevamento.type2new.75_V0|75|75||C|0|1|||||||75 - CARR SEM TEL GIREV SOSP CARICO||||06/11/2017 13:30|
arpav.imp.sollevamento.type2new.76_V0|76|76||C|0|1|||||||76 - CARR SEM TEL GIREV SOLL PERSON||||06/11/2017 13:30|
arpav.imp.sollevamento.type2new.77_V0|77|77||C|0|1|||||||77 - CARR SEM GIR SOLL MATERI PERSO||||06/11/2017 13:30|
arpav.imp.sollevamento.type2new.80_V0|80|80||C|0|1|||||||80 - IDROESTRATTORI A CARICA CONTIN||||06/11/2017 13:30|
arpav.imp.sollevamento.type2new.81_V0|81|81||C|0|1|||||||81 - IDROESTRATTORI A CARICA DISCON||||06/11/2017 13:30|
arpav.imp.sollevamento.type2new.82_V0|82|82||C|0|1|||||||82 - IDROESTRATTORI CON SOLV INFIAM||||06/11/2017 13:30|
