#CODEVALUEMODEL=CodeValueLaw|CODESYSTEMID=LeggiPEM|CODESYSTEMNAME=LeggiPEM|CODESYSTEMDISPLAYNAME=LeggiPEM|VERSION=0|DESCRIPTION=Leggi Provvedimenti e miglioramenti|LANGUAGE=it|AUTHORITYNAME=Insiem Mercato SpA|AUTHORITYDESCRIPTION=Insiem Mercato SpA|AUTHORITYCONTACTINFORMATION=Insiem Mercato SpA|VALIDFROM=03/12/2013 16:29
ID SUFFIX|CODE|NAME|DESCRIPTION|ELEMENT TYPE|SEQUENCE NUMBER|STATUS|KEYWORDS|EXTENSION[Arresto]|EXTENSION[Classificazione]|EXTENSION[CodiceContravventore]|EXTENSION[Comma]|EXTENSION[Corpo]|EXTENSION[DescrizioneContravventore]|EXTENSION[ImportoMax]|EXTENSION[ImportoMin]|EXTENSION[Lettera]|EXTENSION[NotaContravventore]|EXTENSION[NotaPrescrizione]|EXTENSION[NotaViolazione]|EXTENSION[SanzionatoDa]|EXTENSION[Sanzione]|TRANSLATION[de]|TRANSLATION[en]|TRANSLATION[it]|VALID FROM|VALID TO
7610.20854_V0|2085417|17 -  -  - DPR n 164 del 7/1/1956 : PREVENZIONE / datori di lavoro e dirigenti|DPR n 164 del 7/1/1956 : PREVENZIONE Contravventori: datori di lavoro e dirigenti|C|0|1||3-6 mesi||DD|||Datori di lavoro e dirigenti|4131,655|1549,371||||||1032||||03/12/2013 16:29|
7610.20855_V0|2085517|17 -  -  - DPR n 164 del 7/1/1956 : PREVENZIONE / preposti|DPR n 164 del 7/1/1956 : PREVENZIONE Contravventori: preposti|C|0|1||fino a 1 mese||P|||Preposti|516,457|154,937||||||129||||03/12/2013 16:29|
7610.20856_V0|2085618|18 -  -  - DPR n 164 del 7/1/1956 : PREVENZIONE / datori di lavoro e dirigenti|DPR n 164 del 7/1/1956 : PREVENZIONE Contravventori: datori di lavoro e dirigenti|C|0|1||fino a 3 mese||DD|||Datori di lavoro e dirigenti|1032,914|258,228||||||258||||03/12/2013 16:29|
7610.20857_V0|2085718|18 -  -  - DPR n 164 del 7/1/1956 : PREVENZIONE / lavoratori|DPR n 164 del 7/1/1956 : PREVENZIONE Contravventori: lavoratori|C|0|1||fino 15 giorni||L|||Lavoratori|413,166|103,291||||||103||||03/12/2013 16:29|
7610.20858_V0|2085818|18 -  -  - DPR n 164 del 7/1/1956 : PREVENZIONE / preposti|DPR n 164 del 7/1/1956 : PREVENZIONE Contravventori: preposti|C|0|1||fino a 1 mese||P|||Preposti|516,457|154,937||||||129||||03/12/2013 16:29|
7610.20859_V0|2085919|19 -  -  - DPR n 164 del 7/1/1956 : PREVENZIONE / datori di lavoro e dirigenti|DPR n 164 del 7/1/1956 : PREVENZIONE Contravventori: datori di lavoro e dirigenti|C|0|1||fino a 3 mese||DD|||Datori di lavoro e dirigenti|1032,914|258,228||||||258||||03/12/2013 16:29|
7610.20860_V0|2086020|20 - 1 -  - DPR n 164 del 7/1/1956 : PREVENZIONE / datori di lavoro e dirigenti|DPR n 164 del 7/1/1956 : PREVENZIONE Contravventori: datori di lavoro e dirigenti|C|0|1||2-4 mesi||DD|1||Datori di lavoro e dirigenti|2582,284|516,457||||||645||||03/12/2013 16:29|
7610.20861_V0|2086120|20 - 2 -  - DPR n 164 del 7/1/1956 : PREVENZIONE / datori di lavoro e dirigenti|DPR n 164 del 7/1/1956 : PREVENZIONE Contravventori: datori di lavoro e dirigenti|C|0|1||2-4 mesi||DD|2||Datori di lavoro e dirigenti|2582,284|516,457||||||645||||03/12/2013 16:29|
7610.20862_V0|2086220|20 - 3 -  - DPR n 164 del 7/1/1956 : PREVENZIONE / datori di lavoro e dirigenti|DPR n 164 del 7/1/1956 : PREVENZIONE Contravventori: datori di lavoro e dirigenti|C|0|1||2-4 mesi||DD|3||Datori di lavoro e dirigenti|2582,284|516,457||||||645||||03/12/2013 16:29|
7610.20863_V0|2086320|20 - 4 -  - DPR n 164 del 7/1/1956 : PREVENZIONE / datori di lavoro e dirigenti|DPR n 164 del 7/1/1956 : PREVENZIONE Contravventori: datori di lavoro e dirigenti|C|0|1||fino a 3 mesi||DD|4||Datori di lavoro e dirigenti|1032,914|258,228||||||258||||03/12/2013 16:29|
7610.20864_V0|2086420|20 - 5 -  - DPR n 164 del 7/1/1956 : PREVENZIONE / datori di lavoro e dirigenti|DPR n 164 del 7/1/1956 : PREVENZIONE Contravventori: datori di lavoro e dirigenti|C|0|1||fino a 3 mesi||DD|5||Datori di lavoro e dirigenti|1032,914|258,228||||||258||||03/12/2013 16:29|
7610.20866_V0|2086621|21 -  -  - DPR n 164 del 7/1/1956 : PREVENZIONE / datori di lavoro e dirigenti|DPR n 164 del 7/1/1956 : PREVENZIONE Contravventori: datori di lavoro e dirigenti|C|0|1||fino a 3 mesi||DD|||Datori di lavoro e dirigenti|1032,914|258,228||||||258||||03/12/2013 16:29|
7610.20867_V0|2086722|22 -  -  - DPR n 164 del 7/1/1956 : PREVENZIONE / datori di lavoro e dirigenti|DPR n 164 del 7/1/1956 : PREVENZIONE Contravventori: datori di lavoro e dirigenti|C|0|1||fino a 3 mesi||DD|||Datori di lavoro e dirigenti|1032,914|258,228||||||258||||03/12/2013 16:29|
7610.20868_V0|2086823|23 - 1 -  - DPR n 164 del 7/1/1956 : PREVENZIONE / datori di lavoro e dirigenti|DPR n 164 del 7/1/1956 : PREVENZIONE Contravventori: datori di lavoro e dirigenti|C|0|1||2-4 mesi||DD|1||Datori di lavoro e dirigenti|2582,284|516,457||||||645||||03/12/2013 16:29|
7610.20869_V0|2086923|23 - 2 -  - DPR n 164 del 7/1/1956 : PREVENZIONE / datori di lavoro e dirigenti|DPR n 164 del 7/1/1956 : PREVENZIONE Contravventori: datori di lavoro e dirigenti|C|0|1||2-4 mesi||DD|2||Datori di lavoro e dirigenti|2582,284|516,457||||||645||||03/12/2013 16:29|
7610.20870_V0|2087023|23 - 3 -  - DPR n 164 del 7/1/1956 : PREVENZIONE / datori di lavoro e dirigenti|DPR n 164 del 7/1/1956 : PREVENZIONE Contravventori: datori di lavoro e dirigenti|C|0|1||fino a 3 mesi||DD|3||Datori di lavoro e dirigenti|1032,914|258,228||||||258||||03/12/2013 16:29|
7610.20871_V0|2087123|23 - 4 -  - DPR n 164 del 7/1/1956 : PREVENZIONE / datori di lavoro e dirigenti|DPR n 164 del 7/1/1956 : PREVENZIONE Contravventori: datori di lavoro e dirigenti|C|0|1||fino a 3 mesi||DD|4||Datori di lavoro e dirigenti|1032,914|258,228||||||258||||03/12/2013 16:29|
7610.20872_V0|2087224|24 - 1 -  - DPR n 164 del 7/1/1956 : PREVENZIONE / datori di lavoro e dirigenti|DPR n 164 del 7/1/1956 : PREVENZIONE Contravventori: datori di lavoro e dirigenti|C|0|1||3-6 mesi||DD|1||Datori di lavoro e dirigenti|4131,655|1549,371||||||1032||||03/12/2013 16:29|
7610.20873_V0|2087324|24 - 2 -  - DPR n 164 del 7/1/1956 : PREVENZIONE / datori di lavoro e dirigenti|DPR n 164 del 7/1/1956 : PREVENZIONE Contravventori: datori di lavoro e dirigenti|C|0|1||3-6 mesi||DD|2||Datori di lavoro e dirigenti|4131,655|1549,371||||||1032||||03/12/2013 16:29|
7610.20874_V0|2087424|24 - 3 -  - DPR n 164 del 7/1/1956 : PREVENZIONE / datori di lavoro e dirigenti|DPR n 164 del 7/1/1956 : PREVENZIONE Contravventori: datori di lavoro e dirigenti|C|0|1||3-6 mesi||DD|3||Datori di lavoro e dirigenti|4131,655|1549,371||||||1032||||03/12/2013 16:29|
7610.20875_V0|2087525|25 -  -  - DPR n 164 del 7/1/1956 : PREVENZIONE / datori di lavoro e dirigenti|DPR n 164 del 7/1/1956 : PREVENZIONE Contravventori: datori di lavoro e dirigenti|C|0|1||2-4 mesi||DD|||Datori di lavoro e dirigenti|2582,284|516,457||||||645||||03/12/2013 16:29|
7610.20876_V0|2087626|26 -  -  - DPR n 164 del 7/1/1956 : PREVENZIONE / datori di lavoro e dirigenti|DPR n 164 del 7/1/1956 : PREVENZIONE Contravventori: datori di lavoro e dirigenti|C|0|1||2-4 mesi||DD|||Datori di lavoro e dirigenti|2582,284|516,457||||||645||||03/12/2013 16:29|
7610.20877_V0|2087727|27 - 1 -  - DPR n 164 del 7/1/1956 : PREVENZIONE / datori di lavoro e dirigenti|DPR n 164 del 7/1/1956 : PREVENZIONE Contravventori: datori di lavoro e dirigenti|C|0|1||3-6 mesi||DD|1||Datori di lavoro e dirigenti|4131,655|1549,371||||||1032||||03/12/2013 16:29|
7610.20878_V0|2087827|27 - 2 -  - DPR n 164 del 7/1/1956 : PREVENZIONE / datori di lavoro e dirigenti|DPR n 164 del 7/1/1956 : PREVENZIONE Contravventori: datori di lavoro e dirigenti|C|0|1||fino a 3 mesi||DD|2||Datori di lavoro e dirigenti|1032,914|258,228||||||258||||03/12/2013 16:29|
7610.20879_V0|2087928|28 - 1 -  - DPR n 164 del 7/1/1956 : PREVENZIONE / datori di lavoro e dirigenti|DPR n 164 del 7/1/1956 : PREVENZIONE Contravventori: datori di lavoro e dirigenti|C|0|1||2-4 mesi||DD|1||Datori di lavoro e dirigenti|2582,284|516,457||||||645||||03/12/2013 16:29|
7610.20880_V0|2088028|28 - 2 -  - DPR n 164 del 7/1/1956 : PREVENZIONE / datori di lavoro e dirigenti|DPR n 164 del 7/1/1956 : PREVENZIONE Contravventori: datori di lavoro e dirigenti|C|0|1||fino a 3 mesi||DD|2||Datori di lavoro e dirigenti|1032,914|258,228||||||258||||03/12/2013 16:29|
7610.20881_V0|2088128|28 - 3 -  - DPR n 164 del 7/1/1956 : PREVENZIONE / datori di lavoro e dirigenti|DPR n 164 del 7/1/1956 : PREVENZIONE Contravventori: datori di lavoro e dirigenti|C|0|1||fino a 3 mesi||DD|3||Datori di lavoro e dirigenti|1032,914|258,228||||||258||||03/12/2013 16:29|
7610.20882_V0|2088228|28 - 4 -  - DPR n 164 del 7/1/1956 : PREVENZIONE / datori di lavoro e dirigenti|DPR n 164 del 7/1/1956 : PREVENZIONE Contravventori: datori di lavoro e dirigenti|C|0|1||fino a 3 mesi||DD|4||Datori di lavoro e dirigenti|1032,914|258,228||||||258||||03/12/2013 16:29|
7610.20883_V0|2088328|28 - 5 -  - DPR n 164 del 7/1/1956 : PREVENZIONE / datori di lavoro e dirigenti|DPR n 164 del 7/1/1956 : PREVENZIONE Contravventori: datori di lavoro e dirigenti|C|0|1||fino a 3 mesi||DD|5||Datori di lavoro e dirigenti|1032,914|258,228||||||258||||03/12/2013 16:29|
7610.20884_V0|2088429|29 - 1 -  - DPR n 164 del 7/1/1956 : PREVENZIONE / datori di lavoro e dirigenti|DPR n 164 del 7/1/1956 : PREVENZIONE Contravventori: datori di lavoro e dirigenti|C|0|1||fino a 3 mesi||DD|1||Datori di lavoro e dirigenti|1032,914|258,228||||||258||||03/12/2013 16:29|
7610.20885_V0|2088529|29 - 2 -  - DPR n 164 del 7/1/1956 : PREVENZIONE / datori di lavoro e dirigenti|DPR n 164 del 7/1/1956 : PREVENZIONE Contravventori: datori di lavoro e dirigenti|C|0|1||fino a 3 mesi||DD|2||Datori di lavoro e dirigenti|1032,914|258,228||||||258||||03/12/2013 16:29|
7610.20886_V0|2088629|29 - 3 -  - DPR n 164 del 7/1/1956 : PREVENZIONE / datori di lavoro e dirigenti|DPR n 164 del 7/1/1956 : PREVENZIONE Contravventori: datori di lavoro e dirigenti|C|0|1||fino a 3 mesi||DD|3||Datori di lavoro e dirigenti|1032,914|258,228||||||258||||03/12/2013 16:29|
7610.20887_V0|2088729|29 - 4 -  - DPR n 164 del 7/1/1956 : PREVENZIONE / datori di lavoro e dirigenti|DPR n 164 del 7/1/1956 : PREVENZIONE Contravventori: datori di lavoro e dirigenti|C|0|1||3-6 mesi||DD|4||Datori di lavoro e dirigenti|4131,655|1549,371||||||1032||||03/12/2013 16:29|
7610.20888_V0|208883|3 -  -  - DPR n 164 del 7/1/1956 : PREVENZIONE / datori di lavoro e dirigenti|DPR n 164 del 7/1/1956 : PREVENZIONE Contravventori: datori di lavoro e dirigenti|C|0|1||fino a 3 mesi||DD|||Datori di lavoro e dirigenti|1032,914|258,228||||||258||||03/12/2013 16:29|
7610.20889_V0|208893|3 -  -  - DPR n 164 del 7/1/1956 : PREVENZIONE / preposti|DPR n 164 del 7/1/1956 : PREVENZIONE Contravventori: preposti|C|0|1||fino a 2 mesi||P|||Preposti|1032,914|258,228||||||258||||03/12/2013 16:29|
7610.20890_V0|2089030|30 - 0 -  - DPR n 164 del 7/1/1956 : PREVENZIONE / datori di lavoro e dirigenti|DPR n 164 del 7/1/1956 : PREVENZIONE Contravventori: datori di lavoro e dirigenti|C|0|1||fino a 3 mesi||DD|0||Datori di lavoro e dirigenti|1032,914|258,228||||||258||||03/12/2013 16:29|
7610.20891_V0|2089131|31 - 0 -  - DPR n 164 del 7/1/1956 : PREVENZIONE / datori di lavoro e dirigenti|DPR n 164 del 7/1/1956 : PREVENZIONE Contravventori: datori di lavoro e dirigenti|C|0|1||fino a 3 mesi||DD|0||Datori di lavoro e dirigenti|1032,914|258,228||||||258||||03/12/2013 16:29|
7610.20892_V0|2089232|32 - 0 -  - DPR n 164 del 7/1/1956 : PREVENZIONE / datori di lavoro e dirigenti|DPR n 164 del 7/1/1956 : PREVENZIONE Contravventori: datori di lavoro e dirigenti|C|0|1||fino a 3 mesi||DD|0||Datori di lavoro e dirigenti|1032,914|258,228||||||258||||03/12/2013 16:29|
7610.20893_V0|2089333|33 - 0 -  - DPR n 164 del 7/1/1956 : PREVENZIONE / datori di lavoro e dirigenti|DPR n 164 del 7/1/1956 : PREVENZIONE Contravventori: datori di lavoro e dirigenti|C|0|1||fino a 3 mesi||DD|0||Datori di lavoro e dirigenti|1032,914|258,228||||||258||||03/12/2013 16:29|
7610.20894_V0|2089434|34 - 0 -  - DPR n 164 del 7/1/1956 : PREVENZIONE / datori di lavoro e dirigenti|DPR n 164 del 7/1/1956 : PREVENZIONE Contravventori: datori di lavoro e dirigenti|C|0|1||fino a 3 mesi||DD|0||Datori di lavoro e dirigenti|1032,914|258,228||||||258||||03/12/2013 16:29|
7610.20895_V0|2089535|35 -  -  - DPR n 164 del 7/1/1956 : PREVENZIONE / datori di lavoro e dirigenti|DPR n 164 del 7/1/1956 : PREVENZIONE Contravventori: datori di lavoro e dirigenti|C|0|1||2-4 mesi||DD|||Datori di lavoro e dirigenti|2582,284|516,457||||||645||||03/12/2013 16:29|
7610.20896_V0|2089636|36 - 5 -  - DPR n 164 del 7/1/1956 : PREVENZIONE / preposti|DPR n 164 del 7/1/1956 : PREVENZIONE Contravventori: preposti|C|0|1||fino 2 mesi||P|5||Preposti|1032,914|258,228||||||258||||03/12/2013 16:29|
7610.20897_V0|2089736|36 -  -  - DPR n 164 del 7/1/1956 : PREVENZIONE / datori di lavoro e dirigenti|DPR n 164 del 7/1/1956 : PREVENZIONE Contravventori: datori di lavoro e dirigenti|C|0|1||2-4 mesi||DD|||Datori di lavoro e dirigenti|2582,284|516,457||||||645||||03/12/2013 16:29|
7610.20898_V0|2089837|37 - 1 -  - DPR n 164 del 7/1/1956 : PREVENZIONE / datori di lavoro e dirigenti|DPR n 164 del 7/1/1956 : PREVENZIONE Contravventori: datori di lavoro e dirigenti|C|0|1||fino a 3 mesi||DD|1||Datori di lavoro e dirigenti|1032,914|258,228||||||258||||03/12/2013 16:29|
7610.20899_V0|2089937|37 - 1 -  - DPR n 164 del 7/1/1956 : PREVENZIONE / preposti|DPR n 164 del 7/1/1956 : PREVENZIONE Contravventori: preposti|C|0|1||fino a 3 mesi||P|1||Preposti|1032,914|258,228||||||258||||03/12/2013 16:29|
7610.20900_V0|2090037|37 - 2 -  - DPR n 164 del 7/1/1956 : PREVENZIONE / datori di lavoro e dirigenti|DPR n 164 del 7/1/1956 : PREVENZIONE Contravventori: datori di lavoro e dirigenti|C|0|1||fino a 3 mesi||DD|2||Datori di lavoro e dirigenti|1032,914|258,228||||||258||||03/12/2013 16:29|
7610.20901_V0|2090138|38 - 2 -  - DPR n 164 del 7/1/1956 : PREVENZIONE / lavoratori|DPR n 164 del 7/1/1956 : PREVENZIONE Contravventori: lavoratori|C|0|1||fino a 15 giorni||L|2||Lavoratori|413,166|103,291||||||103||||03/12/2013 16:29|
7610.20902_V0|2090238|38 - 3 -  - DPR n 164 del 7/1/1956 : PREVENZIONE / lavoratori|DPR n 164 del 7/1/1956 : PREVENZIONE Contravventori: lavoratori|C|0|1||fino a 15 giorni||L|3||Lavoratori|413,166|103,291||||||103||||03/12/2013 16:29|
7610.20903_V0|2090338|38 -  -  - DPR n 164 del 7/1/1956 : PREVENZIONE / datori di lavoro e dirigenti|DPR n 164 del 7/1/1956 : PREVENZIONE Contravventori: datori di lavoro e dirigenti|C|0|1||fino a 3 mesi||DD|||Datori di lavoro e dirigenti|1032,914|258,228||||||258||||03/12/2013 16:29|
7610.20904_V0|2090438|38 -  -  - DPR n 164 del 7/1/1956 : PREVENZIONE / preposti|DPR n 164 del 7/1/1956 : PREVENZIONE Contravventori: preposti|C|0|1||fino a 1 mesi||P|||Preposti|516,457|154,937||||||129||||03/12/2013 16:29|
7610.20905_V0|2090539|39 - 2 -  - DPR n 164 del 7/1/1956 : PREVENZIONE / preposti|DPR n 164 del 7/1/1956 : PREVENZIONE Contravventori: preposti|C|0|1||fino 1 mese||P|2||Preposti|516,457|154,937||||||129||||03/12/2013 16:29|
7610.20906_V0|2090639|39 - 5 -  - DPR n 164 del 7/1/1956 : PREVENZIONE / preposti|DPR n 164 del 7/1/1956 : PREVENZIONE Contravventori: preposti|C|0|1||fino 1 mese||P|5||Preposti|516,457|154,937||||||129||||03/12/2013 16:29|
7610.20907_V0|2090739|39 -  -  - DPR n 164 del 7/1/1956 : PREVENZIONE / datori di lavoro e dirigenti|DPR n 164 del 7/1/1956 : PREVENZIONE Contravventori: datori di lavoro e dirigenti|C|0|1||fino a 3 mesi||DD|||Datori di lavoro e dirigenti|1032,914|258,228||||||258||||03/12/2013 16:29|
7610.20909_V0|209094|4 - 2 -  - DPR n 164 del 7/1/1956 : PREVENZIONE / datori di lavoro e dirigenti|DPR n 164 del 7/1/1956 : PREVENZIONE Contravventori: datori di lavoro e dirigenti|C|0|1||fino a 3 mesi||DD|2||Datori di lavoro e dirigenti|1032,914|258,228||||||258||||03/12/2013 16:29|
7610.20910_V0|209104|4 - 3 -  - DPR n 164 del 7/1/1956 : PREVENZIONE / datori di lavoro e dirigenti|DPR n 164 del 7/1/1956 : PREVENZIONE Contravventori: datori di lavoro e dirigenti|C|0|1||fino a 3 mesi||DD|3||Datori di lavoro e dirigenti|1032,914|258,228||||||258||||03/12/2013 16:29|
7610.20911_V0|209114|4 - 4 -  - DPR n 164 del 7/1/1956 : PREVENZIONE / datori di lavoro e dirigenti|DPR n 164 del 7/1/1956 : PREVENZIONE Contravventori: datori di lavoro e dirigenti|C|0|1||fino a 3 mesi||DD|4||Datori di lavoro e dirigenti|1032,914|258,228||||||258||||03/12/2013 16:29|
7610.20912_V0|209124|4 - 5 -  - DPR n 164 del 7/1/1956 : PREVENZIONE / datori di lavoro e dirigenti|DPR n 164 del 7/1/1956 : PREVENZIONE Contravventori: datori di lavoro e dirigenti|C|0|1||fino a 3 mesi||DD|5||Datori di lavoro e dirigenti|1032,914|258,228||||||258||||03/12/2013 16:29|
7610.20913_V0|209134|4 - 6 -  - DPR n 164 del 7/1/1956 : PREVENZIONE / datori di lavoro e dirigenti|DPR n 164 del 7/1/1956 : PREVENZIONE Contravventori: datori di lavoro e dirigenti|C|0|1||2-4 mesi||DD|6||Datori di lavoro e dirigenti|2582,284|516,457||||||645||||03/12/2013 16:29|
7610.20914_V0|2091440|40 -  -  - DPR n 164 del 7/1/1956 : PREVENZIONE / datori di lavoro e dirigenti|DPR n 164 del 7/1/1956 : PREVENZIONE Contravventori: datori di lavoro e dirigenti|C|0|1||2-4 mesi||DD|||Datori di lavoro e dirigenti|2582,284|516,457||||||645||||03/12/2013 16:29|
7610.20915_V0|2091541|41 -  -  - DPR n 164 del 7/1/1956 : PREVENZIONE / datori di lavoro e dirigenti|DPR n 164 del 7/1/1956 : PREVENZIONE Contravventori: datori di lavoro e dirigenti|C|0|1||3-6 mesi||DD|||Datori di lavoro e dirigenti|4131,655|1549,371||||||1032||||03/12/2013 16:29|
7610.20916_V0|2091642|42 -  -  - DPR n 164 del 7/1/1956 : PREVENZIONE / datori di lavoro e dirigenti|DPR n 164 del 7/1/1956 : PREVENZIONE Contravventori: datori di lavoro e dirigenti|C|0|1||2-4 mesi||DD|||Datori di lavoro e dirigenti|2582,284|516,457||||||645||||03/12/2013 16:29|
7610.20917_V0|2091743|43 -  -  - DPR n 164 del 7/1/1956 : PREVENZIONE / datori di lavoro e dirigenti|DPR n 164 del 7/1/1956 : PREVENZIONE Contravventori: datori di lavoro e dirigenti|C|0|1||2-4 mesi||DD|||Datori di lavoro e dirigenti|2582,284|516,457||||||645||||03/12/2013 16:29|
7610.20918_V0|2091844|44 -  -  - DPR n 164 del 7/1/1956 : PREVENZIONE / datori di lavoro e dirigenti|DPR n 164 del 7/1/1956 : PREVENZIONE Contravventori: datori di lavoro e dirigenti|C|0|1||2-4 mesi||DD|||Datori di lavoro e dirigenti|2582,284|516,457||||||645||||03/12/2013 16:29|
7610.20919_V0|2091945|45 -  -  - DPR n 164 del 7/1/1956 : PREVENZIONE / datori di lavoro e dirigenti|DPR n 164 del 7/1/1956 : PREVENZIONE Contravventori: datori di lavoro e dirigenti|C|0|1||fino a 3 mesi||DD|||Datori di lavoro e dirigenti|1032,914|258,228||||||258||||03/12/2013 16:29|
7610.20920_V0|2092046|46 -  -  - DPR n 164 del 7/1/1956 : PREVENZIONE / datori di lavoro e dirigenti|DPR n 164 del 7/1/1956 : PREVENZIONE Contravventori: datori di lavoro e dirigenti|C|0|1||fino a 3 mesi||DD|||Datori di lavoro e dirigenti|1032,914|258,228||||||258||||03/12/2013 16:29|
