#CODEVALUEMODEL=CodeValuePhi|CODESYSTEMID=phidic|CODESYSTEMNAME=PHIDIC|CODESYSTEMDISPLAYNAME=PHI DICTIONARY|VERSION=0|DESCRIPTION=Main CodeSystem|LANGUAGE=it|AUTHORITYNAME=Insiel Mercato SpA|AUTHORITYDESCRIPTION=Insiel Mercato SpA|AUTHORITYCONTACTINFORMATION=info@insielmercato.it|||||||||
ID SUFFIX|CODE|NAME|DESCRIPTION|ELEMENT TYPE|SEQUENCE NUMBER|STATUS|KEYWORDS|EXTENSION[Abbreviation]|EXTENSION[Enable annotation]|EXTENSION[Score]|TRANSLATION[de]|TRANSLATION[en]|TRANSLATION[it]|RELATION[CodeValueCity]|RELATION[CodeValueIcd9]|RELATION[CodeValuePhi]|VALID FROM|VALID TO
arpav.imp.stato.13_V0|13|13||C|0|1|||||||13. DECLASSATO||||14/10/2019 21:37|
arpav.imp.stato.14_V0|14|14||C|0|1|||||||14. RADIATO PER IRREPERIBILITA'||||14/10/2019 21:37|
arpav.imp.stato.15_V0|15|15||C|0|1|||||||15. PASSATO ENTE NOTIFICATO||||14/10/2019 21:37|
arpav.imp.stato.16_V0|16|16||C|0|1|||||||16. IN ATTESA DI ESONERO||||14/10/2019 21:37|
arpav.imp.stato.17_V0|17|17||C|0|1|||||||17. DITTA TRASFERITA O CESSATA||||14/10/2019 21:37|
arpav.imp.stato.18_V0|18|18||C|0|1|||||||18. APPARECCHIO ITINERANTE||||14/10/2019 21:37|
arpav.imp.stato.19_V0|19|19||C|0|1|||||||19. IN ATTESA INSTALLAZIONE||||14/10/2019 21:37|
arpav.imp.stato.20_V0|20|20||C|0|1|||||||20. IN ATTESA COLLAUDO ISPESL||||14/10/2019 21:37|
arpav.imp.stato.21_V0|21|21||C|0|1|||||||21. RADIATO PER CAMBIO D'USO||||14/10/2019 21:37|
arpav.imp.stato.22_V0|22|22||C|0|1|||||||22. ESCLUSO SORV DM 329/04 ART 11||||14/10/2019 21:37|
arpav.imp.stato.23_V0|23|23||C|0|1|||||||23. MANCA MATRICOLA ISPESL  APP CE||||14/10/2019 21:37|
arpav.imp.stato.24_V0|24|24||C|0|1|||||||24. MANCA MATR ISPESL (CE) CON DER||||14/10/2019 21:37|
arpav.imp.stato.25_V0|25|25||C|0|1|||||||25. INCOMPLETA DI DOCUMENTAZIONE||||14/10/2019 21:37|
arpav.imp.stato.26_V0|26|26||C|0|1|||||||26. ESCLUSO SORV DM 329/04 ART 2||||14/10/2019 21:37|
arpav.imp.stato.27_V0|27|27||C|0|1|||||||27. PRATICA ANNULLATA DALLA DITTA||||14/10/2019 21:37|
arpav.imp.stato.28_V0|28|28||C|0|1|||||||28. IN ATT 1° VER P ISPESL (81/08)||||14/10/2019 21:37|
arpav.imp.stato.29_V0|29|29||C|0|1|||||||29. REIMMATRICOLATO||||14/10/2019 21:37|
arpav.imp.stato.30_V0|30|30||C|0|1|||||||30. MATR. INAIL DA CONFERMARE||||14/10/2019 21:37|
arpav.imp.stato.31_V0|31|31||C|0|1|||||||31. VENDUTO ALL'ESTERO||||14/10/2019 21:37|
arpav.imp.stato.32_V0|32|32||C|0|1|||||||32. IN ATTESA DI VER.STRAORD.ARPAV||||14/10/2019 21:37|
arpav.imp.stato.33_V0|33|33||C|0|1|||||||33. APP. ITINERANTE DA FUORI PROV.||||14/10/2019 21:37|
arpav.imp.stato.34_V0|34|34||C|0|1|||||||34. CEDUTO-RIVENDUTO-ALIENATO||||14/10/2019 21:37|
arpav.imp.stato.35_V0|35|35||C|0|1|||||||35. FUORI SERVIZIO TEMPORANEO||||14/10/2019 21:37|
arpav.imp.stato.36_V0|36|36||C|0|1|||||||36. DITTA POSTA IN LIQUIDAZIONE||||14/10/2019 21:37|
arpav.imp.stato.37_V0|37|37||C|0|1|||||||37. APPARECCHIO RUBATO||||14/10/2019 21:37|
arpav.imp.stato.38_V0|38|38||C|0|1|||||||38. DEMOLITO CON CONSTATAZIONE||||14/10/2019 21:37|
arpav.imp.stato.39_V0|39|39||C|0|1|||||||39. ESCLUSO CON CONSTATAZIONE||||14/10/2019 21:37|
arpav.imp.stato.40_V0|40|40||C|0|1|||||||40. DENUNCIA INVIATA ERRONEAMENTE||||14/10/2019 21:37|
arpav.imp.stato.41_V0|41|41||C|0|1|||||||41. DIVIETO D'USO||||14/10/2019 21:37|
arpav.imp.stato.42_V0|42|42||C|0|1|||||||42. NON SOGGETTO A VERIFICA||||14/10/2019 21:37|
arpav.imp.stato.43_V0|43|43||C|0|1|||||||43. ACCERTAM. AMM. IN CORSO||||14/10/2019 21:37|
arpav.imp.stato.44_V0|44|44||C|0|1|||||||44. CUSTODIA GIUDIZIARIA||||14/10/2019 21:37|
arpav.imp.stato.45_V0|45|45||C|0|1|||||||45. ESONERATO IN SEDE DI UTILIZ.||||14/10/2019 21:37|
arpav.imp.stato.46_V0|46|46||C|0|1|||||||46. ESCLUSO||||14/10/2019 21:37|
arpav.imp.stato.47_V0|47|47||C|0|1|||||||47. INVIATO ALL' ESTERO||||14/10/2019 21:37|
arpav.imp.stato.48_V0|48|48||C|0|1|||||||48. MODIFICATO D' USO||||14/10/2019 21:37|
arpav.imp.stato.49_V0|49|49||C|0|1|||||||49. IN ATTESA STRAOR ENTE NOTIFICA||||14/10/2019 21:37|
